"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"78514011603","2021-01-01T00:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","63","75",,,,,"65",,"BKN:07 42 BKN:07 49","29.85","10.00","67","090","28","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/01/21 00:50:02 METAR TJBQ 010450Z 09016G24KT 10SM BKN042 BKN049 24/17 A3011 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T06:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","64","72",,"RA:02 |RA |RA RA",,,"78",,"OVC:08 42","29.87","7.00","67","100",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07401/01/21 06:50:02 METAR TJBQ 011050Z 10013KT 7SM RA OVC042 22/18 A3013 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T07:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","66","72",,,,,"83",,"SCT:04 26 BKN:07 38 OVC:08 48","29.89","10.00","68","110",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/01/21 07:50:02 METAR TJBQ 011150Z 11008KT 10SM SCT026 BKN038 OVC048 22/19 A3015 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T08:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","68","73",,,,,"83",,"SCT:04 19 BKN:07 47 OVC:08 55","29.91","10.00","70","110",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/01/21 08:50:02 METAR TJBQ 011250Z 11007KT 10SM SCT019 BKN047 OVC055 23/20 A3016 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T09:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","70","73",,,,,"89",,"SCT:04 28 BKN:07 37 OVC:08 50","29.92","10.00","71","120",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/01/21 09:50:02 METAR TJBQ 011350Z 12007KT 10SM SCT028 BKN037 OVC050 23/21 A3018 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T10:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","66","77",,,,,"69",,"BKN:07 32 BKN:07 38 OVC:08 46","29.92","10.00","70","100","28","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/01/21 10:50:02 METAR TJBQ 011450Z 10015G24KT 10SM BKN032 BKN038 OVC046 25/19 A3018 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T11:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","66","81",,,,,"62",,"SCT:04 32 SCT:04 42 BKN:07 50","29.91","10.00","71","090","33","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/01/21 11:50:02 METAR TJBQ 011550Z 09022G29KT 10SM SCT032 SCT042 BKN050 27/19 A3016 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T12:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","64","81",,,,,"58",,"SCT:04 38 BKN:07 49","29.89","10.00","70","090","32","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/01/21 12:50:02 METAR TJBQ 011650Z 09020G28KT 10SM SCT038 BKN049 27/18 A3015 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T13:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","66","82",,,,,"58",,"BKN:07 36 BKN:07 41 BKN:07 50","29.87","10.00","71","090","24","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/01/21 13:50:02 METAR TJBQ 011750Z 09015G21KT 10SM BKN036 BKN041 BKN050 28/19 A3013 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T14:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","64","81",,,,,"58",,"SCT:04 36 BKN:07 46 BKN:07 55","29.86","10.00","70","090","30","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/01/21 14:50:02 METAR TJBQ 011850Z 09020G26KT 10SM SCT036 BKN046 BKN055 27/18 A3012 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T15:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","63","79",,,,,"58",,"SCT:04 41","29.85","10.00","69","090","29","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07501/01/21 15:50:02 METAR TJBQ 011950Z 09020G25KT 10SM SCT041 26/17 A3011 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T16:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","64","79",,,,,"61",,"SCT:04 38","29.85","10.00","69","080","26","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07501/01/21 16:50:02 METAR TJBQ 012050Z 08020G23KT 10SM SCT038 26/18 A3011 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T17:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","64","75",,,,,"69",,"SCT:04 31 SCT:04 38 SCT:04 50","29.85","10.00","68","090","25","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/01/21 17:50:02 METAR TJBQ 012150Z 09017G22KT 10SM SCT031 SCT038 SCT050 24/18 A3011 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T18:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","64","77",,,,,"65",,"SCT:04 32 BKN:07 50","29.87","10.00","69","090","28","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/01/21 18:50:02 METAR TJBQ 012250Z 09018G24KT 10SM SCT032 BKN050 25/18 A3013 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T19:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","64","77",,,,,"65",,"SCT:04 34 SCT:04 39 BKN:07 55","29.87","10.00","69","080","30","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/01/21 19:50:02 METAR TJBQ 012350Z 08021G26KT 10SM SCT034 SCT039 BKN055 25/18 A3013 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T20:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","64","77",,,,,"65",,"SCT:04 33 SCT:04 38 BKN:07 48","29.88","10.00","69","090","29","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/01/21 20:50:01 METAR TJBQ 020050Z 09015G25KT 10SM SCT033 SCT038 BKN048 25/18 A3014 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-01T23:59:00","SOD  ","O",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD  ","O",,,,,,,,,,,,,,,,,,,,,,,,,"0701","1804",
"78514011603","2021-01-02T06:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","64","72",,"-RA:02 |RA |RA",,,"78",,"SCT:04 24 BKN:07 44 OVC:08 60","29.86","7.00","67","080","29","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09201/02/21 06:50:02 METAR TJBQ 021050Z 08015G25KT 7SM -RA SCT024 BKN044 OVC060 22/18 A3012 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T07:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","63","73",,,,,"69",,"SCT:04 31 SCT:04 37 BKN:07 60","29.89","7.00","67","100","20","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08801/02/21 07:50:02 METAR TJBQ 021150Z 10010G17KT 7SM SCT031 SCT037 BKN060 23/17 A3015 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T08:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","63","75",,,,,"65",,"SCT:04 27 SCT:04 33 OVC:08 50","29.91","10.00","67","090","22","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/02/21 08:50:02 METAR TJBQ 021250Z 09007G19KT 10SM SCT027 SCT033 OVC050 24/17 A3017 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T09:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","64","79",,,,,"61",,"SCT:04 29","29.91","10.00","69","090","29","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07501/02/21 09:50:02 METAR TJBQ 021350Z 09020G25KT 10SM SCT029 26/18 A3017 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T10:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","68","75",,,,,"78",,"SCT:04 32 BKN:07 47 OVC:08 55","29.91","10.00","70","100","17","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/02/21 10:50:02 METAR TJBQ 021450Z 10009G15KT 10SM SCT032 BKN047 OVC055 24/20 A3016 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T11:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","66","79",,,,,"65",,"SCT:04 31 SCT:04 39 BKN:07 49","29.88","10.00","71","090","25","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/02/21 11:50:02 METAR TJBQ 021550Z 09015G22KT 10SM SCT031 SCT039 BKN049 26/19 A3014 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T12:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","64","81",,,,,"58",,"SCT:04 28 SCT:04 33 BKN:07 40","29.86","10.00","70","080","28","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/02/21 12:50:02 METAR TJBQ 021650Z 08019G24KT 10SM SCT028 SCT033 BKN040 27/18 A3012 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T13:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","64","79",,,,,"61",,"SCT:04 34 SCT:04 46","29.84","10.00","69","100","25","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/02/21 13:50:02 METAR TJBQ 021750Z 10017G22KT 10SM SCT034 SCT046 26/18 A3010 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T14:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","64","81",,,,,"58",,"SCT:04 36 SCT:04 48","29.83","10.00","70","100","23","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/02/21 14:50:02 METAR TJBQ 021850Z 10015G20KT 10SM SCT036 SCT048 27/18 A3009 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T15:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","64","81",,,,,"58",,"SCT:04 35 SCT:04 60","29.83","10.00","70","090","26","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/02/21 15:50:02 METAR TJBQ 021950Z 09013G23KT 10SM SCT035 SCT060 27/18 A3008 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T16:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","66","79",,,,,"65",,"SCT:04 32 SCT:04 38","29.83","10.00","71","090","24","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/02/21 16:50:02 METAR TJBQ 022050Z 09013G21KT 10SM SCT032 SCT038 26/19 A3009 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T17:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","66","73",,,,,"78",,"SCT:04 35 BKN:07 42 OVC:08 50","29.84","10.00","69","110",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/02/21 17:50:02 METAR TJBQ 022150Z 11009KT 10SM SCT035 BKN042 OVC050 23/19 A3010 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T18:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","70","72",,,,,"94",,"SCT:04 17 BKN:07 30","29.84","10.00","71","140",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07901/02/21 18:50:02 METAR TJBQ 022250Z 14004KT 10SM SCT017 BKN030 22/21 A3010 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T19:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","68","72",,,,,"88",,"SCT:04 48 SCT:04 60","29.85","10.00","69","120",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07901/02/21 19:50:02 METAR TJBQ 022350Z 12004KT 10SM SCT048 SCT060 22/20 A3011 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T20:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","68","70",,"-RA:02 |RA |RA",,,"94",,"SCT:04 26 SCT:04 33 BKN:07 44","29.86","10.00","69","100",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09001/02/21 20:50:01 METAR TJBQ 030050Z 10007KT 10SM -RA SCT026 SCT033 BKN044 21/20 A3012 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-02T23:59:00","SOD  ","O",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD  ","O",,,,,,,,,,,,,,,,,,,,,,,,,"0701","1804",
"78514011603","2021-01-03T06:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","64","70",,,,,"83",,"*","29.85","10.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08001/03/21 06:50:02 METAR TJBQ 031050Z 00000KT 10SM SCT 042 BKN055 21/18 A3011 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T07:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","66","70",,,,,"88",,"SCT:04 41 SCT:04 47","29.87","10.00","67","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07901/03/21 07:50:02 METAR TJBQ 031150Z 00000KT 10SM SCT041 SCT047 21/19 A3013 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T08:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","66","75",,,,,"74",,"SCT:04 55","29.88","10.00","69","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07201/03/21 08:50:02 METAR TJBQ 031250Z 00000KT 10SM SCT055 24/19 A3014 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T09:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","66","79",,,,,"65",,"SCT:04 45","29.88","10.00","71","100",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07201/03/21 09:50:02 METAR TJBQ 031350Z 10008KT 10SM SCT045 26/19 A3014 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T10:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","64","79",,,,,"61",,"SCT:04 50","29.87","10.00","69","090","22","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07501/03/21 10:50:02 METAR TJBQ 031450Z 09014G19KT 10SM SCT050 26/18 A3013 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T11:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","68","79",,,,,"70",,"SCT:04 42 SCT:04 60","29.85","10.00","72","080",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07901/03/21 11:50:02 METAR TJBQ 031550Z 08013KT 10SM SCT042 SCT060 26/20 A3011 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T12:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","68","81",,,,,"66",,"SCT:04 25 SCT:04 33 SCT:04 50","29.83","10.00","72","090",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/03/21 12:50:02 METAR TJBQ 031650Z 09015KT 10SM SCT025 SCT033 SCT050 27/20 A3008 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T13:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","66","81",,,,,"62",,"SCT:04 29 SCT:04 35","29.80","10.00","71","100","25","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/03/21 13:50:02 METAR TJBQ 031750Z 10014G22KT 10SM SCT029 SCT035 27/19 A3005 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T14:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","68","81",,,,,"66",,"SCT:04 29 SCT:04 35 BKN:07 45","29.78","10.00","72","090","24","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08901/03/21 14:50:02 METAR TJBQ 031850Z 09016G21KT 10SM SCT029 SCT035 BKN045 27/20 A3003 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T15:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","64","81",,,,,"58",,"CLR:00","29.78","10.00","70","100","22","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07201/03/21 15:50:02 METAR TJBQ 031950Z 10012G19KT 10SM CLR 27/18 A3003 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T16:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","64","79",,,,,"61",,"CLR:00","29.78","10.00","69","080","20","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07201/03/21 16:50:02 METAR TJBQ 032050Z 08011G17KT 10SM CLR 26/18 A3003 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T17:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","66","77",,,,,"69",,"CLR:00","29.78","10.00","70","090","21","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07201/03/21 17:50:02 METAR TJBQ 032150Z 09012G18KT 10SM CLR 25/19 A3004 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T18:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","66","75",,,,,"74",,"SCT:04 31 SCT:04 38 OVC:08 50","29.80","10.00","69","100",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/03/21 18:50:02 METAR TJBQ 032250Z 10009KT 10SM SCT031 SCT038 OVC050 24/19 A3005 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T20:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","66","75",,,,,"74",,"SCT:04 25 BKN:07 50","29.80","10.00","69","090","16","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08201/03/21 20:50:01 METAR TJBQ 040050Z 09008G14KT 10SM SCT025 BKN050 24/19 A3005 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T21:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","66","72",,,,,"83",,"SCT:04 33 SCT:04 41 BKN:07 50","29.80","10.00","68","130",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/03/21 21:50:01 METAR TJBQ 040150Z 13003KT 10SM SCT033 SCT041 BKN050 22/19 A3005 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T22:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","64","73",,,,,"74",,"SCT:04 31 SCT:04 39 BKN:07 50","29.80","10.00","67","120",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08601/03/21 22:50:01 METAR TJBQ 040250Z 12004KT 10SM SCT031 SCT039 BKN050 23/18 A3005 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"78514011603","2021-01-03T23:50:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","64","72",,,,,"78",,"SCT:04 50","29.78","10.00","67","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET07201/03/21 23:50:01 METAR TJBQ 040350Z 00000KT 10SM SCT050 22/18 A3004 RMK","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
